,name,car_type,year,image,price
162,기아 올 뉴 K7 하이브리드,준대형 세단,2021,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201012_240%2Fauto_1602467609317sf99P_PNG%2F20201012105319_IKCTvOew.png,"3,639~4,032만원 보험료계산 광고
정보확인 내용 열고 닫기"
163,기아 올 뉴 K7,준대형 세단,2021,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201012_286%2Fauto_1602467101070CmF6G_PNG%2F20201012104452_uginvXSs.png,"3,137~3,819만원 보험료계산 광고
정보확인 내용 열고 닫기"
164,기아 K7 하이브리드,준대형 세단,2021,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201012_240%2Fauto_1602467609317sf99P_PNG%2F20201012105319_IKCTvOew.png,"3,639~4,032만원 보험료계산 광고
정보확인 내용 열고 닫기"
165,기아 더 뉴 K7,준대형 세단,2021,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201012_286%2Fauto_1602467101070CmF6G_PNG%2F20201012104452_uginvXSs.png,"3,137~3,819만원 보험료계산 광고
정보확인 내용 열고 닫기"
166,기아 K7,준대형 세단,2021,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201012_240%2Fauto_1602467609317sf99P_PNG%2F20201012105319_IKCTvOew.png,"3,639~4,032만원 보험료계산 광고
정보확인 내용 열고 닫기"
167,기아 더 뉴 레이,경형 RV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241002_152%2Fauto_1727847241667dxyXL_PNG%2F20241002143354_QLPKJttf.png,"1,340~1,928만원 구매혜택
정보확인 내용 열고 닫기

보험료계산 광고
정보확인 내용 열고 닫기"
168,기아 레이,경형 RV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241002_152%2Fauto_1727847241667dxyXL_PNG%2F20241002143354_QLPKJttf.png,"1,340~1,928만원 구매혜택
정보확인 내용 열고 닫기

보험료계산 광고
정보확인 내용 열고 닫기"
169,기아 더 뉴 모닝,경형 해치백,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230830_159%2Fauto_1693370316517ozlQL_PNG%2F20230830133830_ClP4K1YW.png,"1,290~1,655만원 보험료계산 광고
정보확인 내용 열고 닫기"
170,기아 모닝 어반,경형 해치백,2020,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200512_220%2Fauto_1589247139221PGzw4_PNG%2F20200512103210_ofg350Pq.png,"1,175~1,480만원 보험료계산 광고
정보확인 내용 열고 닫기"
171,기아 올 뉴 모닝,경형 해치백,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230830_159%2Fauto_1693370316517ozlQL_PNG%2F20230830133830_ClP4K1YW.png,"1,290~1,655만원 보험료계산 광고
정보확인 내용 열고 닫기"
172,기아 더 뉴 모닝,경형 해치백,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230830_159%2Fauto_1693370316517ozlQL_PNG%2F20230830133830_ClP4K1YW.png,"1,290~1,655만원 보험료계산 광고
정보확인 내용 열고 닫기"
173,기아 올 뉴 모닝,경형 해치백,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230830_159%2Fauto_1693370316517ozlQL_PNG%2F20230830133830_ClP4K1YW.png,"1,290~1,655만원 보험료계산 광고
정보확인 내용 열고 닫기"
174,기아 뉴모닝,경형 해치백,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230830_159%2Fauto_1693370316517ozlQL_PNG%2F20230830133830_ClP4K1YW.png,"1,290~1,655만원 보험료계산 광고
정보확인 내용 열고 닫기"
175,기아 모닝,경형 해치백,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230830_159%2Fauto_1693370316517ozlQL_PNG%2F20230830133830_ClP4K1YW.png,"1,290~1,655만원 보험료계산 광고
정보확인 내용 열고 닫기"
176,기아 스포티지 더 볼드,준중형 SUV,2019,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20181218_256%2Fauto_1545106447967GO0JH_PNG%2F20181218131353_HHLGytfG.png,"2,120~3,244만원 보험료계산 광고
정보확인 내용 열고 닫기"
177,기아 더 뉴 스포티지 R,준중형 SUV,2015,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_189%2Fauto_1495798314039zYSSt_PNG%2F53569_2015-R.png,"2,065~3,015만원 보험료계산 광고
정보확인 내용 열고 닫기"
178,기아 스포티지 R,준중형 SUV,2015,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_189%2Fauto_1495798314039zYSSt_PNG%2F53569_2015-R.png,"2,065~3,015만원 보험료계산 광고
정보확인 내용 열고 닫기"
179,기아 New 스포티지,준중형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250102_19%2Fauto_1735783806108vg6cC_PNG%2F20250102110953_X2yzxdQy.png,"2,793~3,694만원 구매혜택
정보확인 내용 열고 닫기

보험료계산 광고
정보확인 내용 열고 닫기"
180,기아 스포티지,준중형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250102_19%2Fauto_1735783806108vg6cC_PNG%2F20250102110953_X2yzxdQy.png,"2,793~3,694만원 구매혜택
정보확인 내용 열고 닫기

보험료계산 광고
정보확인 내용 열고 닫기"
181,기아 더 뉴 K3 쿱,준중형 쿠페,2016,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20170508_44%2Fauto_1494207957887jzFcW_PNG%2F20170508104441_wHFZ4b5R.png,"1,865~2,408만원 보험료계산 광고
정보확인 내용 열고 닫기"
182,기아 K3 쿱,준중형 쿠페,2016,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20170508_44%2Fauto_1494207957887jzFcW_PNG%2F20170508104441_wHFZ4b5R.png,"1,865~2,408만원 보험료계산 광고
정보확인 내용 열고 닫기"
183,기아 더 뉴 셀토스,소형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240715_56%2Fauto_1721003692807LrRRm_PNG%2F20240715093441_05Uwj4JZ.png,"2,114~2,926만원 구매혜택
정보확인 내용 열고 닫기

보험료계산 광고
정보확인 내용 열고 닫기"
184,기아 셀토스,소형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240715_56%2Fauto_1721003692807LrRRm_PNG%2F20240715093441_05Uwj4JZ.png,"2,114~2,926만원 구매혜택
정보확인 내용 열고 닫기

보험료계산 광고
정보확인 내용 열고 닫기"
185,기아 더 K9,대형 세단,2020,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190802_99%2Fauto_1564707573491aaC6k_PNG%2F20190802095917_8pm9fiUv.png,"5,377~9,207만원 보험료계산 광고
정보확인 내용 열고 닫기"
186,기아 더 뉴 K9,대형 세단,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240508_66%2Fauto_1715156775186uTp14_PNG%2F20240508172607_ThuseOgG.png,"5,843~7,751만원 구매혜택
정보확인 내용 열고 닫기

보험료계산 광고
정보확인 내용 열고 닫기"
187,기아 K9,대형 세단,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240508_66%2Fauto_1715156775186uTp14_PNG%2F20240508172607_ThuseOgG.png,"5,843~7,751만원 구매혜택
정보확인 내용 열고 닫기

보험료계산 광고
정보확인 내용 열고 닫기"
188,기아 더 뉴 K8,준대형 세단,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241023_130%2Fauto_1729662686733fDs4k_PNG%2F20241023145119_ex4F182Y.png,"3,679~4,982만원 구매혜택
정보확인 내용 열고 닫기




보험료계산 광고
정보확인 내용 열고 닫기"
189,기아 더 뉴 K8 하이브리드,준대형 세단,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241023_197%2Fauto_1729663214598wgC59_PNG%2F20241023150007_MDP8WPJQ.png,"4,206~4,988만원 구매혜택
정보확인 내용 열고 닫기
보험료계산 광고
정보확인 내용 열고 닫기"
190,기아 K8,준대형 세단,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241023_130%2Fauto_1729662686733fDs4k_PNG%2F20241023145119_ex4F182Y.png,"3,679~4,982만원 구매혜택
정보확인 내용 열고 닫기




보험료계산 광고
정보확인 내용 열고 닫기"
191,기아 K8 하이브리드,준대형 세단,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241023_197%2Fauto_1729663214598wgC59_PNG%2F20241023150007_MDP8WPJQ.png,"4,206~4,988만원 구매혜택
정보확인 내용 열고 닫기
보험료계산 광고
정보확인 내용 열고 닫기"
192,기아 모하비 더 마스터,준대형 SUV,2020,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191014_147%2Fauto_1571015761860VKe37_PNG%2F20191014101552_Qz0PhLaF.png,"4,702~5,689만원 보험료계산 광고
정보확인 내용 열고 닫기"
193,기아 더 뉴 모하비,준대형 SUV,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230601_88%2Fauto_168558623886609PGL_PNG%2F20230601112352_gKaiLfHA.png,"5,054~5,993만원 보험료계산 광고
정보확인 내용 열고 닫기"
194,기아 모하비,준대형 SUV,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230601_88%2Fauto_168558623886609PGL_PNG%2F20230601112352_gKaiLfHA.png,"5,054~5,993만원 보험료계산 광고
정보확인 내용 열고 닫기"
195,기아 니로 플러스,소형 SUV,2024,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230208_226%2Fauto_1675816576423hWFSw_PNG%2F20230208093603_x44xFQFx.png,"4,755~4,850만원 구매혜택
정보확인 내용 열고 닫기
보험료계산 광고
정보확인 내용 열고 닫기"
196,기아 더 뉴 니로,소형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240812_220%2Fauto_1723441522636MmD3F_PNG%2F20240812144515_rEEssTkr.png,"2,756~3,456만원 구매혜택
정보확인 내용 열고 닫기



보험료계산 광고
정보확인 내용 열고 닫기"
197,기아 니로 EV,소형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240812_18%2Fauto_1723441495537iPSKc_PNG%2F20240812144448_JRDqnvjZ.png,"4,855~5,120만원 구매혜택
정보확인 내용 열고 닫기




보험료계산 광고
정보확인 내용 열고 닫기"
198,기아 니로,소형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240812_220%2Fauto_1723441522636MmD3F_PNG%2F20240812144515_rEEssTkr.png,"2,756~3,456만원 구매혜택
정보확인 내용 열고 닫기



보험료계산 광고
정보확인 내용 열고 닫기"
199,기아 스팅어 마이스터,중형 세단,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221222_53%2Fauto_1671670644697xuBmB_PNG%2F20221222095718_wEhQILjg.png,"3,878~5,075만원 보험료계산 광고
정보확인 내용 열고 닫기"
200,기아 스팅어,중형 세단,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221222_53%2Fauto_1671670644697xuBmB_PNG%2F20221222095718_wEhQILjg.png,"3,878~5,075만원 보험료계산 광고
정보확인 내용 열고 닫기"
201,기아 더 뉴 EV6,준중형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240729_300%2Fauto_17222430392979VkkV_PNG%2F20240729175029_gHhSjVlg.png,"4,660~6,242만원 구매혜택
정보확인 내용 열고 닫기



보험료계산 광고
정보확인 내용 열고 닫기"
202,기아 EV6,준중형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240729_300%2Fauto_17222430392979VkkV_PNG%2F20240729175029_gHhSjVlg.png,"4,660~6,242만원 구매혜택
정보확인 내용 열고 닫기



보험료계산 광고
정보확인 내용 열고 닫기"
203,기아 쏘울 부스터 EV,소형 SUV,2019,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190114_148%2Fauto_1547455145087fLsfD_PNG%2F20190114173837_fqLengpJ.png,"4,630~4,830만원 보험료계산 광고
정보확인 내용 열고 닫기"
204,기아 쏘울 부스터,소형 SUV,2019,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191022_243%2Fauto_1571732588602wcsfe_PNG%2F20191022172253_8yHs42GK.png,"1,867~2,288만원 보험료계산 광고
정보확인 내용 열고 닫기"
205,기아 더 뉴 쏘울,소형 SUV,2023,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220506_237%2Fauto_1651808658160VG2aI_PNG%2F20220506124402_T6oImS0p.png,"19,790~24,090달러 보험료계산 광고
정보확인 내용 열고 닫기"
206,기아 쏘울 EV,소형 SUV,2021,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200323_178%2Fauto_1584940302884kdv0N_PNG%2F20200323141132_nUdhsyKj.png,"4,187~4,834만원 보험료계산 광고
정보확인 내용 열고 닫기"
207,기아 올 뉴 쏘울,소형 SUV,2023,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220506_237%2Fauto_1651808658160VG2aI_PNG%2F20220506124402_T6oImS0p.png,"19,790~24,090달러 보험료계산 광고
정보확인 내용 열고 닫기"
208,기아 쏘울,소형 SUV,2023,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220506_237%2Fauto_1651808658160VG2aI_PNG%2F20220506124402_T6oImS0p.png,"19,790~24,090달러 보험료계산 광고
정보확인 내용 열고 닫기"
209,기아 뉴카렌스,준중형 RV,2006,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191104_279%2Fauto_1572852843026dSRPb_PNG%2F20191104163401_7glT6EnH.png,"1,296~1,738만원 보험료계산 광고
정보확인 내용 열고 닫기"
210,기아 더 뉴 프라이드,소형 해치백,2015,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20170508_188%2Fauto_1494210597192xYI8g_PNG%2F20170508112920_fUiaJzs7.png,"1,220~1,748만원 보험료계산 광고
정보확인 내용 열고 닫기"
211,기아 올 뉴 프라이드,소형 해치백,2015,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20170508_188%2Fauto_1494210597192xYI8g_PNG%2F20170508112920_fUiaJzs7.png,"1,220~1,748만원 보험료계산 광고
정보확인 내용 열고 닫기"
212,기아 프라이드,소형 해치백,2015,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20170508_188%2Fauto_1494210597192xYI8g_PNG%2F20170508112920_fUiaJzs7.png,"1,220~1,748만원 보험료계산 광고
정보확인 내용 열고 닫기"
213,기아 프라이드,소형 해치백,2015,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20170508_188%2Fauto_1494210597192xYI8g_PNG%2F20170508112920_fUiaJzs7.png,"1,220~1,748만원 보험료계산 광고
정보확인 내용 열고 닫기"
214,기아 스토닉,소형 SUV,2019,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20181218_5%2Fauto_154510906435831PeE_PNG%2F20181218135727_sAf14Pwy.png,"1,625~2,165만원 보험료계산 광고
정보확인 내용 열고 닫기"
215,기아 포르테 해치백,준중형 해치백,2013,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_85%2Fauto_1496048353571h8iDU_PNG%2F19390_2013__.png,"1,364~1,877만원 보험료계산 광고
정보확인 내용 열고 닫기"
216,기아 포르테 쿱,준중형 쿠페,2013,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_129%2Fauto_1496048311780TPWjR_PNG%2F19381_2013__.png,"1,592~1,927만원 보험료계산 광고
정보확인 내용 열고 닫기"
217,기아 오피러스 프리미엄,준대형 세단,2011,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200806_3%2Fauto_1596693438402rxTnP_PNG%2F20200806145716_hetM5pcx.png,"3,507~5,041만원 보험료계산 광고
정보확인 내용 열고 닫기"
218,기아 뉴오피러스,준대형 세단,2011,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200806_3%2Fauto_1596693438402rxTnP_PNG%2F20200806145716_hetM5pcx.png,"3,507~5,041만원 보험료계산 광고
정보확인 내용 열고 닫기"
219,기아 오피러스,준대형 세단,2011,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200806_3%2Fauto_1596693438402rxTnP_PNG%2F20200806145716_hetM5pcx.png,"3,507~5,041만원 보험료계산 광고
정보확인 내용 열고 닫기"
220,기아 EV9,준대형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240820_11%2Fauto_1724143882920tnlvn_PNG%2F20240820175116_uwojv4mt.png,"6,412~7,917만원 구매혜택
정보확인 내용 열고 닫기

보험료계산 광고
정보확인 내용 열고 닫기"
221,기아 EV3,소형 SUV,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240910_220%2Fauto_1725931928066FQNWk_PNG%2F20240910103159_hYzSayBZ.png,"3,995~4,895만원 구매혜택
정보확인 내용 열고 닫기


보험료계산 광고
정보확인 내용 열고 닫기"
222,기아 로체 이노베이션,중형 세단,2010,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_130%2Fauto_1496110819590IzFdc_PNG%2F10377_2010__.png,"1,813~2,780만원 보험료계산 광고
정보확인 내용 열고 닫기"
223,기아 로체 어드밴스,중형 세단,2007,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_195%2Fauto_14979392731923vdkk_PNG%2F12065_2007__.png,"1,506~2,662만원 보험료계산 광고
정보확인 내용 열고 닫기"
224,기아 로체,중형 세단,2010,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_130%2Fauto_1496110819590IzFdc_PNG%2F10377_2010__.png,"1,813~2,780만원 보험료계산 광고
정보확인 내용 열고 닫기"
225,기아 뉴포텐샤,준대형 세단,1992,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200819_19%2Fauto_1597803875765IiAks_PNG%2F20200819112433_4jowI0fg.png,"1,895~3,130만원 보험료계산 광고
정보확인 내용 열고 닫기"
226,기아 포텐샤,준대형 세단,1992,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200819_19%2Fauto_1597803875765IiAks_PNG%2F20200819112433_4jowI0fg.png,"1,895~3,130만원 보험료계산 광고
정보확인 내용 열고 닫기"
227,기아 엔터프라이즈,대형 세단,2002,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_111%2Fauto_1497940157023Kes9N_PNG%2F13349_2002__.png,"2,870~3,930만원 보험료계산 광고
정보확인 내용 열고 닫기"
228,기아 엘란,스포츠카 컨버터블,1999,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_189%2Fauto_1497940067109mKuUQ_PNG%2F13597_1999_.png,"2,616만원 보험료계산 광고
정보확인 내용 열고 닫기"
229,기아 스펙트라,준중형 세단,2003,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_195%2Fauto_1497939970306KO0XE_PNG%2F13194_2003_.png,"957~1,159만원 보험료계산 광고
정보확인 내용 열고 닫기"
230,기아 비스토,경형 해치백,2004,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_37%2Fauto_1497940120562jKimp_PNG%2F13091_2004_.png,"520~796만원 보험료계산 광고
정보확인 내용 열고 닫기"
231,기아 크레도스 2,중형 세단,2000,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_87%2Fauto_1497940137021s2sQ0_PNG%2F13564_2000_2.png,"1,047~1,381만원 보험료계산 광고
정보확인 내용 열고 닫기"
232,기아 크레도스,중형 세단,2000,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_87%2Fauto_1497940137021s2sQ0_PNG%2F13564_2000_2.png,"1,047~1,381만원 보험료계산 광고
정보확인 내용 열고 닫기"
233,기아 레토나,소형 SUV,2000,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_166%2Fauto_1497940129713i2nqP_PNG%2F13264_2003__.png,"1,240~1,793만원 보험료계산 광고
정보확인 내용 열고 닫기"
234,기아 세피아2,준중형 세단,1997,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170531_72%2Fauto_1496229691445nltwi_PNG%2F20170531202104_oqtDdYAd.png,"745~860만원 보험료계산 광고
정보확인 내용 열고 닫기"
235,기아 세피아,준중형 세단,1997,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170531_72%2Fauto_1496229691445nltwi_PNG%2F20170531202104_oqtDdYAd.png,"745~860만원 보험료계산 광고
정보확인 내용 열고 닫기"
236,기아 뉴쎄라토,준중형 세단,2008,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_215%2Fauto_14979392697029KIry_PNG%2F11261_2008__.png,"1,080~1,729만원 보험료계산 광고
정보확인 내용 열고 닫기"
237,기아 쎄라토,준중형 해치백,2008,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_156%2Fauto_1497939290446C93fy_PNG%2F11258_2008__.png,"1,336~1,678만원 보험료계산 광고
정보확인 내용 열고 닫기"
238,기아 아벨라,소형 세단,1994,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_146%2Fauto_1497938881216zp72u_PNG%2F68513_1994__.png,"594~617만원 보험료계산 광고
정보확인 내용 열고 닫기"
239,기아 카스타,중형 RV,2001,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_194%2Fauto_1497940113055OTUbO_PNG%2F13455_2001_.png,"1,495~1,635만원 보험료계산 광고
정보확인 내용 열고 닫기"
240,기아 뉴콩코드,중형 세단,1988,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_120%2Fauto_14979387942227Gwgh_PNG%2F61563_1988_.png,"1,324만원 보험료계산 광고
정보확인 내용 열고 닫기"
241,기아 콩코드,중형 세단,1988,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_120%2Fauto_14979387942227Gwgh_PNG%2F61563_1988_.png,"1,324만원 보험료계산 광고
정보확인 내용 열고 닫기"
242,기아 EV4,준중형 세단,2025,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250217_115%2Fauto_17397550842015f2oa_PNG%2F20250217101727_zLt9kImB.png,"4,192~5,219만원 구매혜택
정보확인 내용 열고 닫기

보험료계산 광고
정보확인 내용 열고 닫기"
243,기아 X-TREK,준중형 RV,2005,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_202%2Fauto_1497940107056v5K6P_PNG%2F12920_2005_.png,"1,504~1,800만원 보험료계산 광고
정보확인 내용 열고 닫기"
244,기아 슈마,준중형 세단,2000,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_121%2Fauto_14979400401873SPa4_PNG%2F13574_2000_.png,"753~911만원 보험료계산 광고
정보확인 내용 열고 닫기"
245,기아 캐피탈,준중형 세단,1989,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_112%2Fauto_1497938726622AXTEi_PNG%2F61557_1989_.png,669~739만원 내차시세
